freq,tra_meas,unit,geo\TIME_PERIOD	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,FR_LD_NLD,THS_T,EL51	2891 	2335 	2386 	4558 	1873 	1937 	1714 	1717 	1676 	1838 	1615 	1799 	1605 	1702 	1528 	1185 	1363 	1354 	2732.62 	2561.55 	2870.57 	2910.62 	2984.23 	2786.88 	2447.5 	2619.53 	3257.1 
A,FR_LD_NLD,THS_T,EL52	12734 	12160 	12405 	13311 	13916 	14295 	14334 	15841 	15969 	16358 	18056 	15511 	14213 	15812 	13357 	13964 	12742 	14005 	14710.45 	13290.88 	14507.95 	13959.81 	15172.95 	15593.72 	15943.54 	15714.96 	15304.64 
A,FR_LD_NLD,THS_T,EL54	1351 	1953 	1992 	1886 	1388 	2357 	3891 	3366 	3672 	3892 	4480 	3557 	3003 	2819 	2600 	2459 	2525 	2740 	2951.75 	3112.94 	3159.93 	3549.5 	3724.84 	3360.29 	4063.91 	4283.03 	4728.32 
A,FR_LD_NLD,THS_T,EL6	36153 	38782 	39664 	39678 	34623 	39660 	48559 	45705 	43994 	44325 	44138 	42331 	40644 	38387 	38083 	39988 	40200 	42324 	43295.3 	45642.52 	45626.64 	48367.85 	49376.96 	44103.21 	48284.72 	46823.89 	48494.73 
A,FR_LD_NLD,THS_T,EL61	6568 	6461 	6593 	9648 	7941 	9353 	9581 	9137 	9359 	10427 	10693 	9480 	8574 	6385 	5189 	5907 	6260 	5905 	6300.07 	7181.66 	6720.57 	6752.25 	6815.05 	6169.12 	6487.79 	6292.32 	6203.88 
A,FR_LD_NLD,THS_T,EL62	469 	992 	1017 	509 	: 	: 	: 	: 	1071 	1212 	1604 	1350 	1101 	680 	: 	: 	: 	: 	: 	: 	: 	: 	857.16 	580.62 	751.51 	929.06 	2268.79 
A,FR_LD_NLD,THS_T,EL63	5253 	5177 	5304 	4764 	3930 	8263 	15195 	11164 	7666 	7077 	7164 	6767 	7100 	6515 	5432 	4774 	4850 	5036 	4862.18 	5790.5 	5285.67 	5735.89 	6771.46 	6215.22 	7040.73 	6855.76 	7319.46 
A,FR_LD_NLD,THS_T,EL64	13624 	13146 	13480 	12833 	12554 	11314 	11959 	12925 	13269 	11832 	11539 	10875 	7432 	7917 	8599 	8418 	7825 	8669 	9163.84 	9483.53 	9403.56 	10490.94 	9446.79 	7981.58 	7719.6 	7437.53 	8362.19 
A,FR_LD_NLD,THS_T,EL65	10239 	13007 	13270 	13143 	11031 	11825 	12663 	13354 	13726 	14904 	14165 	14697 	17173 	17381 	19222 	21220 	21586 	22998 	23440.62 	23800.26 	24765.66 	26088.9 	26132.79 	23753.5 	26890.86 	25831.83 	25921.84 
A,FR_LD_NLD,THS_T,ELZ	1533 	1078 	1100 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	254.17 
A,FR_LD_NLD,THS_T,ELZZ	1533 	1078 	1100 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	254.17 
A,FR_LD_NLD,THS_T,ES	: 	: 	: 	248069 	284332 	295717 	310740 	338609 	363352 	378139 	391190 	384308 	334627 	346118 	372421 	391909 	371331 	400771 	421246.18 	424304.48 	456825.91 	467283.62 	461115.16 	424199.94 	443382.87 	453437.81 	435653.42 
A,FR_LD_NLD,THS_T,ES1	: 	: 	: 	34688 	51596 	56244 	54721 	58731 	62387 	60947 	62784 	59570 	50714 	51965 	52492 	58098 	55376 	58131 	64163.78 	60364.92 	66645.88 	65912.5 	59687.97 	52259 	55978.54 	62723.05 	59049.03 
A,FR_LD_NLD,THS_T,ES11	: 	: 	: 	25624 	25851 	28042 	27302 	29287 	30725 	30432 	32097 	31533 	28995 	28206 	29178 	32368 	29792 	30590 	33126.88 	33083.76 	35296.45 	36313.39 	31717.51 	27377.76 	29224.66 	33927.55 	29799.61 
A,FR_LD_NLD,THS_T,ES12	: 	: 	: 	4072 	21850 	24264 	23496 	24864 	26518 	26160 	26043 	24071 	18397 	20047 	19446 	21507 	21437 	23106 	26165.24 	23105.29 	26350.15 	24483.67 	22306.88 	19978.27 	21115.02 	23409.41 	23335.72 
A,FR_LD_NLD,THS_T,ES13	: 	: 	: 	5260 	5097 	5410 	5374 	5914 	6637 	5769 	6083 	5264 	4243 	4592 	4752 	4803 	4671 	5007 	5298.91 	4573.29 	5338.8 	5607.28 	6103.21 	5314.66 	6102.01 	5834.73 	6343.02 
A,FR_LD_NLD,THS_T,ES2	: 	: 	: 	26623 	29758 	29121 	32586 	36722 	36939 	41056 	41807 	41264 	33851 	36130 	33554 	30451 	31289 	32917 	34793.47 	33802.09 	35470.93 	36982.64 	37242.83 	31597.85 	33434.12 	34882.02 	35097.31 
A,FR_LD_NLD,THS_T,ES21	: 	: 	: 	26623 	29758 	29121 	32586 	36722 	36939 	41056 	41807 	41264 	33851 	36130 	33554 	30451 	31289 	32917 	34793.47 	33802.09 	35470.93 	36982.64 	37242.83 	31597.85 	33434.12 	34882.02 	35097.31 
A,FR_LD_NLD,THS_T,ES5	: 	: 	: 	80962 	93566 	97894 	104167 	114767 	122761 	130252 	139874 	140804 	130662 	134809 	136656 	136310 	131879 	145512 	150388.14 	152135.88 	166259.04 	173571.59 	176234.39 	161272.49 	176758.25 	175281.96 	165258.3 
A,FR_LD_NLD,THS_T,ES51	: 	: 	: 	52861 	53662 	53982 	58274 	65521 	67283 	68974 	76423 	73558 	68677 	66774 	67203 	66789 	62033 	72405 	72101.06 	71301.77 	82860.53 	86676.08 	86922.52 	74606.81 	84390.24 	87393.4 	84434.57 
A,FR_LD_NLD,THS_T,ES52	: 	: 	: 	24941 	38226 	41715 	43504 	46980 	51843 	57064 	61948 	65896 	61388 	67073 	68872 	68559 	68853 	72257 	76548.25 	78793.92 	80856.31 	85298.03 	88159.84 	86172.66 	92242.83 	87478.38 	80404.49 
A,FR_LD_NLD,THS_T,ES53	: 	: 	: 	10012 	10200 	10552 	10912 	11203 	12756 	13066 	9071 	8198 	7279 	6961 	6682 	6871 	6656 	7179 	7510.5 	8083.62 	8564.12 	8941.61 	9048.86 	6415.41 	7021.71 	8166.57 	8510.38 
A,FR_LD_NLD,THS_T,ES6	: 	: 	: 	92968 	97673 	99748 	104854 	112170 	124011 	128314 	129200 	124635 	104876 	109454 	134145 	151297 	140905 	154351 	159838.99 	167083.89 	174626.4 	180197.88 	179943.58 	172472.64 	169009.09 	174256.66 	169362.84 
A,FR_LD_NLD,THS_T,ES61	: 	: 	: 	75595 	77032 	77456 	83573 	87242 	95155 	100523 	103219 	97360 	83105 	88707 	110518 	119718 	110190 	120378 	125880.03 	133556.87 	137930.23 	144222.18 	144176.58 	138499.97 	136719.03 	136537.41 	130096.76 
A,FR_LD_NLD,THS_T,ES62	: 	: 	: 	17153 	20191 	21892 	21186 	25790 	29405 	28285 	26576 	27918 	22329 	20958 	24560 	31924 	31026 	33994 	34092 	33418.2 	36391.3 	36026.15 	36383.5 	34639.48 	33332.29 	38245.06 	39650.99 
A,FR_LD_NLD,THS_T,ES63	: 	: 	: 	2262 	1705 	1699 	1392 	1458 	1533 	1919 	1544 	1634 	1668 	1454 	1545 	1554 	1351 	1217 	1074.09 	1288.12 	1386.87 	1225.55 	1247.7 	974.54 	746.55 	925.99 	917.74 
A,FR_LD_NLD,THS_T,ES64	: 	: 	: 	780 	743 	818 	746 	728 	802 	522 	512 	482 	528 	528 	555 	604 	588 	593 	601.03 	674.75 	668.13 	483.29 	464.09 	354.02 	339.27 	317.82 	291.46 
A,FR_LD_NLD,THS_T,ES7	: 	: 	: 	23305 	24437 	24269 	27643 	29761 	31474 	31974 	33185 	33740 	28161 	27712 	30173 	29816 	25707 	24409 	25569.71 	25226.87 	28454.2 	27616.43 	27578.23 	24998.18 	27412.36 	27455.61 	27591.43 
A,FR_LD_NLD,THS_T,ES70	: 	: 	: 	23305 	24437 	24269 	27643 	29761 	31474 	31974 	33185 	33740 	28161 	27712 	30173 	29816 	25707 	24409 	25569.71 	25226.87 	28454.2 	27616.43 	27578.23 	24998.18 	27412.36 	27455.61 	27591.43 
A,FR_LD_NLD,THS_T,FI	70248 	71694 	71123 	75395 	85094 	87313 	92236 	94717 	88777 	97861 	102217 	105492 	85541 	98579 	103813 	96373 	98160 	98487 	91934.02 	98372.07 	103387.2 	109481.76 	112130.32 	101631.93 	96872.24 	99073.74 	90128.53 
A,FR_LD_NLD,THS_T,FI1	68822 	70186 	69623 	73723 	83022 	85257 	90055 	92366 	86571 	95766 	100203 	103485 	84486 	96992 	102123 	94669 	96394 	96501 	90432.53 	97198.22 	102153.37 	107551.05 	108665.96 	100019.37 	95582.43 	99048.63 	90128.53 
A,FR_LD_NLD,THS_T,FI19	10739 	10612 	10594 	11676 	13010 	12801 	14694 	14717 	12817 	15316 	15771 	17548 	13778 	14745 	15758 	13074 	13913 	13294 	11994.69 	12100.51 	11919.31 	13203.06 	12991.43 	11532.66 	12506.43 	12664.51 	10822.75 
A,FR_LD_NLD,THS_T,FI1B	25557 	26904 	26486 	28234 	33830 	35540 	37838 	39057 	35586 	39830 	40930 	41374 	36349 	38891 	41333 	40228 	39613 	39433 	38125.53 	42635.21 	45625.59 	46975.95 	48639.91 	45067.9 	41475.7 	46213.66 	44453.28 
A,FR_LD_NLD,THS_T,FI1C	22094 	21535 	20890 	21759 	26067 	26770 	27388 	28154 	27120 	28253 	31146 	30458 	22437 	28744 	29078 	25876 	26073 	25481 	24949.49 	25351.3 	27020.52 	29782.15 	31273.65 	28501.86 	25491.51 	26067.95 	22314.48 
A,FR_LD_NLD,THS_T,FI1D	10431 	11135 	11652 	12053 	13929 	14338 	14285 	14609 	14907 	17083 	17488 	19448 	16665 	20262 	21220 	20659 	20688 	22170 	19555.52 	20393.53 	21031.07 	21654.97 	19764.4 	19004.09 	19434.76 	17640.19 	15924.98 
A,FR_LD_NLD,THS_T,FIZ	1426 	1507 	1500 	1672 	2132 	2120 	2232 	2368 	2226 	2115 	2054 	2113 	1083 	1662 	1766 	1718 	1766 	2012 	1514.11 	1217.35 	1272.03 	2811.44 	5325.44 	3010.32 	1327.86 	27.12 	: 
A,FR_LD_NLD,THS_T,FIZZ	1426 	1507 	1500 	1672 	2132 	2120 	2232 	2368 	2226 	2115 	2054 	2113 	1083 	1662 	1766 	1718 	1766 	2012 	1514.11 	1217.35 	1272.03 	2811.44 	5325.44 	3010.32 	1327.86 	27.12 	: 
A,FR_LD_NLD,THS_T,FR	: 	305985 	300160 	320877 	300776 	302254 	314571 	317072 	324722 	334991 	333768 	338449 	301724 	303563 	309490 	291312 	292081 	287687 	286882.21 	142801.44 	291456.66 	297071.82 	289431.31 	262456.56 	267365.81 	275914.76 	263959.76 
A,FR_LD_NLD,THS_T,FRD	: 	88898 	88595 	90779 	90035 	87189 	93809 	96382 	97156 	98474 	101400 	102947 	96982 	96721 	92412 	83686 	90663 	86522 	89169.37 	43717.08 	89374.69 	90865.45 	86073.13 	75131.49 	80339.51 	83200.5 	79055.15 
A,FR_LD_NLD,THS_T,FRD1	: 	4189 	3882 	3987 	3550 	3711 	4119 	4229 	3839 	3906 	4006 	3601 	2955 	3438 	3215 	2818 	3032 	2652 	2820.19 	1534.99 	2709.91 	2742.95 	1787.77 	1891.3 	1552.57 	3398.69 	2967.23 
A,FR_LD_NLD,THS_T,FRD2	: 	84709 	84713 	86831 	86485 	83732 	89877 	92512 	93392 	94568 	97431 	99350 	94027 	93282 	89208 	80881 	87631 	83871 	86349.28 	42182.19 	86664.86 	88122.5 	84285.36 	73240.19 	78786.94 	79801.82 	76087.92 
A,FR_LD_NLD,THS_T,FRE	: 	57157 	56916 	73266 	58736 	61610 	62764 	64097 	66686 	70253 	69910 	69145 	56836 	54270 	59553 	56912 	56140 	59609 	56603.49 	28175 	60230.5 	59993.08 	60645.86 	51501.49 	58839.89 	54994.6 	50821.43 
A,FR_LD_NLD,THS_T,FRE1	: 	57157 	56916 	73266 	58736 	61610 	62764 	64097 	66686 	70253 	69910 	69145 	56836 	54270 	59553 	56912 	56140 	59609 	56603.49 	28175 	60230.5 	59993.08 	60645.86 	51501.49 	58839.89 	54994.6 	50821.43 
A,FR_LD_NLD,THS_T,FRG	: 	30709 	27806 	30781 	29776 	31103 	30306 	32013 	34015 	33863 	33299 	32918 	29297 	30582 	30943 	30196 	27561 	26809 	25807.09 	12560.01 	30220.39 	32834.88 	30155.2 	27559.46 	19278.9 	29210.42 	28480.96 
A,FR_LD_NLD,THS_T,FRG0	: 	30709 	27806 	30781 	29776 	31103 	30306 	32013 	34015 	33863 	33299 	32918 	29297 	30582 	30943 	30196 	27561 	26809 	25807.09 	12560.01 	30220.39 	32834.88 	30155.2 	27559.46 	19278.9 	29210.42 	28480.96 
A,FR_LD_NLD,THS_T,FRH	: 	6402 	6525 	6552 	6800 	6873 	6951 	6852 	6595 	6613 	7236 	7341 	6634 	7227 	11203 	6489 	8065 	7970 	6074.68 	4991.87 	5636.08 	6308.24 	6317.34 	6573.88 	5856.8 	6402.71 	5679.61 
A,FR_LD_NLD,THS_T,FRH0	: 	6402 	6525 	6552 	6800 	6873 	6951 	6852 	6595 	6613 	7236 	7341 	6634 	7227 	11203 	6489 	8065 	7970 	6074.68 	4991.87 	5636.08 	6308.24 	6317.34 	6573.88 	5856.8 	6402.71 	5679.61 
A,FR_LD_NLD,THS_T,FRI	: 	19793 	21024 	20811 	19957 	20025 	20361 	19350 	19340 	18858 	19076 	20472 	20426 	21244 	20414 	19775 	21309 	20365 	20331.63 	9980.92 	17930.03 	18658.22 	18487.97 	19702.15 	17742.94 	17961.31 	16778.05 
A,FR_LD_NLD,THS_T,FRI1	: 	12965 	13279 	13260 	13042 	12719 	12496 	12349 	12459 	11583 	12580 	12652 	12953 	12857 	12008 	11362 	11640 	11004 	10565.1 	4967.31 	9380.83 	9063.64 	8788.83 	9685.28 	8912.92 	8412.75 	8273.09 
A,FR_LD_NLD,THS_T,FRI3	: 	6828 	7745 	7551 	6915 	7305 	7865 	7001 	6881 	7275 	6496 	7845 	7499 	8418 	8430 	8430 	9698 	9388 	9792.76 	5020.48 	8552.64 	9626.64 	9762.12 	10097.42 	8849.6 	9584.86 	8567.32 
A,FR_LD_NLD,THS_T,FRJ	: 	6320 	6086 	6116 	6298 	6068 	5948 	5701 	6031 	5590 	5144 	4876 	4731 	5350 	5603 	5390 	5249 	4913 	5124.95 	2494.12 	5708.92 	5658.22 	5695.24 	5584.39 	5784.46 	6063.5 	6049.66 
A,FR_LD_NLD,THS_T,FRJ1	: 	6320 	6086 	6116 	6298 	6068 	5948 	5701 	6031 	5590 	5144 	4876 	4731 	5350 	5603 	5390 	5249 	4913 	5124.95 	2494.12 	5708.92 	5658.22 	5695.24 	5584.39 	5784.46 	6063.5 	6049.66 
A,FR_LD_NLD,THS_T,FRL	: 	90929 	87643 	91279 	89518 	89244 	92418 	90810 	93308 	96512 	92561 	93086 	80887 	82675 	85292 	82805 	77243 	75564 	78648.42 	37598.66 	77038.3 	77072.22 	75790.48 	71993.95 	70503.2 	67369.71 	67705.53 
A,FR_LD_NLD,THS_T,FRL0	: 	90929 	87643 	91279 	89518 	89244 	92418 	90810 	93308 	96512 	92561 	93086 	80887 	82675 	85292 	82805 	77243 	75564 	78648.42 	37598.66 	77038.3 	77072.22 	75790.48 	71993.95 	70503.2 	67369.71 	67705.53 
A,FR_LD_NLD,THS_T,FRM	: 	: 	: 	: 	: 	: 	: 	: 	: 	2100 	3188 	4127 	4351 	2423 	1717 	1544 	1420 	1427 	1529.42 	766.11 	1046.16 	1299.22 	1587.29 	465.77 	1279.2 	1256.93 	1317.69 
A,FR_LD_NLD,THS_T,FRM0	: 	: 	: 	: 	: 	: 	: 	: 	: 	2100 	3188 	4127 	4351 	2423 	1717 	1544 	1420 	1427 	1529.42 	766.11 	1046.16 	1299.22 	1587.29 	465.77 	1279.2 	1256.93 	1317.69 
A,FR_LD_NLD,THS_T,FRY	: 	8594 	8740 	9089 	8336 	8072 	9707 	9335 	9649 	10050 	10497 	11252 	9731 	9995 	10178 	10489 	9859 	10678 	10097.09 	5167.28 	10420.81 	10417.09 	10316.06 	9684.51 	11278.17 	10823.3 	10430.67 
A,FR_LD_NLD,THS_T,FRY1	: 	2843 	3174 	2883 	2816 	2660 	3519 	2658 	2723 	2920 	3110 	3873 	2764 	2891 	3152 	3578 	3362 	3030 	3090.1 	1363.16 	2998.81 	2992.92 	2262.23 	2393.71 	3460.42 	3430.17 	3113.89 
A,FR_LD_NLD,THS_T,FRY2	: 	2686 	2507 	2940 	2493 	2541 	2754 	2786 	3161 	3183 	3175 	3075 	3055 	2873 	2882 	2866 	2625 	3243 	3034.68 	1429.24 	2581.14 	2620.15 	2756.81 	2281.76 	2013.52 	2537.91 	2861.5 
A,FR_LD_NLD,THS_T,FRY4	: 	3065 	3059 	3266 	3363 	3194 	3434 	3891 	3765 	3947 	4212 	4303 	3911 	4231 	4144 	4045 	3872 	4405 	3972.31 	2374.88 	4840.86 	4804.02 	5297.02 	5009.05 	5804.22 	4855.23 	4455.28 
A,FR_LD_NLD,THS_T,HR	: 	: 	: 	: 	: 	: 	: 	: 	19816 	18588 	23739 	24351 	19102 	19033 	16485 	14839 	14591 	13977 	15287.47 	15844.1 	18264.13 	19289.9 	18065.3 	19081.12 	19377.96 	20806.36 	20863.07 
A,FR_LD_NLD,THS_T,HR0	: 	: 	: 	: 	: 	: 	: 	: 	19816 	18588 	23739 	24351 	19102 	19033 	16485 	14839 	14591 	13977 	15287.47 	15844.1 	18264.13 	19289.9 	18065.3 	19081.12 	19377.96 	20806.36 	20863.07 
A,FR_LD_NLD,THS_T,HR03	: 	: 	: 	: 	: 	: 	: 	: 	19816 	18588 	23739 	24351 	19102 	19033 	16485 	14839 	14591 	13977 	15287.47 	15844.1 	18264.13 	19289.9 	18065.3 	19081.12 	19377.96 	20806.36 	20863.07 
A,FR_LD_NLD,THS_T,IE	28451 	30690 	32294 	34492 	36820 	40196 	41238 	42552 	45854 	47696 	48374 	45960 	39956 	43154 	43160 	44508 	44745 	44889 	48162.5 	48872.2 	51018.42 	52004.83 	50261.36 	48890.12 	50983.44 	50352.57 	46990.62 
A,FR_LD_NLD,THS_T,IE0	28451 	30690 	32294 	34492 	36820 	40196 	41238 	42552 	45854 	47696 	48374 	45960 	39956 	43154 	43160 	44508 	44745 	44889 	48162.5 	48872.2 	51018.42 	52004.83 	50261.36 	48890.12 	50983.44 	50352.57 	46990.62 
A,FR_LD_NLD,THS_T,IE04	: 	: 	: 	: 	1252 	1369 	1255 	1268 	1402 	2225 	1980 	1502 	1224 	1170 	1043 	1505 	1662 	1799 	1788.84 	1829.41 	1282.11 	1455.37 	1530.44 	1285.61 	1229.21 	1000.92 	1047.58 
A,FR_LD_NLD,THS_T,IE05	16377 	17606 	17123 	18610 	19961 	23365 	23404 	23508 	25539 	25337 	25359 	24000 	20659 	23012 	23062 	23580 	24111 	22985 	25101.93 	23770.65 	24881.06 	24743.83 	22860.31 	22833.49 	25694.7 	24223.08 	22035.3 
A,FR_LD_NLD,THS_T,IE06	12142 	13239 	15243 	15892 	15782 	15557 	16682 	17930 	19227 	20795 	21800 	21127 	18620 	19550 	19478 	19899 	19869 	21064 	22205.49 	23848.79 	24996.47 	26331.95 	26333.86 	25209.25 	24485.22 	25634.55 	24668.09 
A,FR_LD_NLD,THS_T,IT	353563 	368782 	352143 	377191 	378105 	388404 	404630 	413487 	424345 	435390 	443250 	444138 	392472 	403994 	402058 	388491 	371418 	351413 	368481.4 	365592.93 	371150.41 	399397.37 	407094.56 	370614.94 	405889.95 	403431.95 	412602.68 
A,FR_LD_NLD,THS_T,ITC	64330 	69407 	70136 	69093 	67886 	69846 	73005 	72937 	70532 	74856 	80871 	79719 	73170 	70226 	71850 	69359 	66540 	66330 	67949.2 	70008.33 	75384.74 	79730.85 	79884.32 	68117.73 	73650.7 	75863.03 	82915.82 
A,FR_LD_NLD,THS_T,ITC3	64330 	69407 	70136 	69093 	67886 	69846 	73005 	72937 	70532 	74856 	80871 	79719 	73170 	70226 	71850 	69359 	66540 	66330 	67949.2 	70008.33 	75384.74 	79730.85 	79884.32 	68117.73 	73650.7 	75863.03 	82915.82 
A,FR_LD_NLD,THS_T,ITF	77704 	79857 	79669 	81190 	81609 	87673 	95372 	102385 	109632 	113178 	116693 	113172 	101643 	113163 	111441 	101884 	90929 	88550 	87932.75 	88830.65 	85845.59 	88967.21 	82551.9 	84789.62 	85404.64 	81685.2 	103716.67 
A,FR_LD_NLD,THS_T,ITF1	1352 	1235 	1259 	1298 	1323 	1352 	1328 	1380 	1348 	1518 	1340 	1155 	1008 	1130 	1403 	1382 	1342 	1131 	1172.61 	1128.85 	986.62 	1214.05 	1267.01 	1454.63 	1285.73 	1340.4 	1246.85 
A,FR_LD_NLD,THS_T,ITF2	697 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FR_LD_NLD,THS_T,ITF3	17496 	17945 	17278 	15201 	15138 	16488 	18300 	16053 	15820 	16540 	18916 	15701 	15331 	19772 	19382 	18258 	19252 	20083 	23589.75 	23094.59 	23400.26 	22751.22 	23027.98 	28553.89 	25483.63 	23365.34 	24113.03 
A,FR_LD_NLD,THS_T,ITF4	45139 	47543 	43208 	43946 	45077 	45268 	50226 	55137 	62619 	66265 	65730 	65358 	51460 	49918 	57088 	50047 	37684 	35627 	32855.48 	35002.3 	34804.24 	34596.11 	32898.23 	29844.39 	30193.06 	27376.47 	34345.57 
A,FR_LD_NLD,THS_T,ITF6	14553 	13990 	18648 	21638 	21204 	25538 	26324 	30441 	30765 	29776 	31690 	31527 	34394 	43337 	34608 	33560 	33913 	33408 	31874.75 	31632.79 	28813.83 	32955.91 	27221.56 	28375.49 	30643.46 	32403.75 	47592.96 
A,FR_LD_NLD,THS_T,ITG	123293 	123847 	111916 	115900 	114453 	119692 	129587 	132351 	140278 	135047 	143328 	141900 	118517 	133682 	136866 	129338 	123256 	114270 	112389.71 	114824.68 	117008.52 	122679.08 	127556.55 	118076.77 	129216.07 	130379.79 	139236.14 
A,FR_LD_NLD,THS_T,ITG1	73463 	73705 	64316 	73396 	75296 	78032 	83677 	81950 	92545 	82177 	87941 	82157 	69214 	84703 	84619 	79053 	74214 	69762 	64080.48 	66468.36 	71586.57 	75350.25 	76526.71 	74083.6 	80446.85 	80776.02 	86658.22 
A,FR_LD_NLD,THS_T,ITG2	51420 	52074 	48992 	43818 	40381 	42728 	47237 	51723 	49609 	54703 	56834 	61163 	51157 	50522 	54134 	52133 	50468 	45685 	49439.46 	49487.96 	46429.79 	49003.15 	52809.07 	45389.01 	49954.48 	51232.21 	54055.62 
A,FR_LD_NLD,THS_T,ITH	86074 	88045 	80578 	97554 	98364 	99994 	101096 	103239 	104484 	110730 	105372 	104660 	98376 	99096 	101258 	98754 	101295 	96784 	102839.43 	105881.39 	112221.41 	118320.94 	123080.47 	112715.3 	121591.51 	123435.25 	103286.32 
A,FR_LD_NLD,THS_T,ITH3	23887 	24396 	24953 	27892 	27572 	29094 	30396 	31323 	33082 	34886 	34933 	32985 	30423 	34382 	34705 	30786 	29438 	22046 	26808.56 	26893.4 	26294.62 	28223.7 	29524.23 	25781.89 	27567.39 	26896.26 	23479.22 
A,FR_LD_NLD,THS_T,ITH4	44733 	44714 	38687 	48182 	49025 	48504 	46849 	47189 	48703 	50366 	45815 	43549 	47076 	44545 	46378 	47197 	51096 	52697 	54635.98 	55092.52 	61273.22 	63657.36 	66205.01 	62817.02 	65758.72 	67642.69 	54878.06 
A,FR_LD_NLD,THS_T,ITH5	17982 	19941 	17839 	22492 	22876 	23659 	24839 	25406 	24253 	27639 	27008 	30075 	23848 	22186 	22281 	22402 	22522 	24183 	25288.22 	27503.17 	29165.76 	31223.53 	31348.42 	27104.24 	31104.94 	32601.66 	27033.57 
A,FR_LD_NLD,THS_T,ITI	59943 	60268 	59276 	56737 	54516 	55397 	56164 	54589 	58817 	60922 	67677 	64761 	55326 	56138 	55168 	56535 	54196 	53108 	58123.5 	55764.76 	55713.58 	62270.94 	67844.19 	57215.73 	64508.87 	68174.95 	68029.55 
A,FR_LD_NLD,THS_T,ITI1	31322 	32330 	32451 	32585 	31762 	32277 	32417 	31777 	34845 	36935 	41864 	39400 	32859 	33475 	31399 	30770 	31750 	29871 	33712.45 	31856.96 	32502.67 	35974.57 	42815.79 	36307.65 	40385.85 	42996.2 	43440.14 
A,FR_LD_NLD,THS_T,ITI3	10077 	9818 	10360 	9433 	9447 	9966 	9404 	9229 	9224 	9147 	10573 	11004 	10213 	9934 	9241 	8316 	7197 	9234 	9633.41 	9962.3 	9919.73 	10757.34 	10202.95 	8060.76 	10208.73 	9928.13 	8744.78 
A,FR_LD_NLD,THS_T,ITI4	18756 	18266 	16552 	14923 	13420 	13364 	14596 	13915 	15204 	15192 	16021 	14802 	12609 	13264 	14813 	17765 	15500 	14189 	14987.04 	14240.95 	13679.71 	16202.57 	15015.26 	13601.64 	14740.36 	15849.89 	16243.02 
A,FR_LD_NLD,THS_T,ITZ	: 	: 	: 	: 	: 	: 	: 	: 	2265 	1645 	1195 	1009 	2702 	607 	67 	: 	1423 	3357 	4386.15 	3713.43 	5010.95 	4336.02 	5681.19 	6380.75 	7194.04 	7081.51 	7900.07 
A,FR_LD_NLD,THS_T,ITZZ	: 	: 	: 	: 	: 	: 	: 	: 	2265 	1645 	1195 	1009 	2702 	607 	67 	: 	1423 	3357 	4386.15 	3713.43 	5010.95 	4336.02 	5681.19 	6380.75 	7194.04 	7081.51 	7900.07 
A,FR_LD_NLD,THS_T,LT	: 	: 	: 	: 	20953 	24423 	30242 	25842 	26146 	27235 	29253 	36379 	34344 	37869 	42661 	41033 	39757 	41105 	43128.1 	46235.62 	49855.7 	52462.38 	52244.29 	51528.9 	49385.28 	40015.33 	37237.03 
A,FR_LD_NLD,THS_T,LT0	: 	: 	: 	: 	20953 	24423 	30242 	25842 	26146 	27235 	29253 	36379 	34344 	37869 	42661 	41033 	39757 	41105 	43128.1 	46235.62 	49855.7 	52462.38 	52244.29 	51528.9 	49385.28 	40015.33 	37237.03 
A,FR_LD_NLD,THS_T,LT02	: 	: 	: 	: 	20953 	24423 	30242 	25842 	26146 	27235 	29253 	36379 	34344 	37869 	42661 	41033 	39757 	41105 	43128.1 	46235.62 	49855.7 	52462.38 	52244.29 	51528.9 	49385.28 	40015.33 	37237.03 
A,FR_LD_NLD,THS_T,LV	: 	: 	: 	: 	56017 	50976 	53817 	53679 	58396 	55700 	59492 	59956 	58569 	57060 	65394 	70990 	65513 	70015 	66149.22 	59321.58 	56749.37 	60677.11 	57188.78 	40338.88 	37609.12 	43893.13 	33972.41 
A,FR_LD_NLD,THS_T,LV0	: 	: 	: 	: 	56017 	50976 	53817 	53679 	58396 	55700 	59492 	59956 	58569 	57060 	65394 	70990 	65513 	70015 	66149.22 	59321.58 	56749.37 	60677.11 	57188.78 	40338.88 	37609.12 	43893.13 	33972.41 
A,FR_LD_NLD,THS_T,LV00	: 	: 	: 	: 	56017 	50976 	53817 	53679 	58396 	55700 	59492 	59956 	58569 	57060 	65394 	70990 	65513 	70015 	66149.22 	59321.58 	56749.37 	60677.11 	57188.78 	40338.88 	37609.12 	43893.13 	33972.41 
