freq,tra_meas,unit,geo\TIME_PERIOD	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,FR_NLD,THS_T,DE	136167 	140781 	138889 	147716 	152458 	149472 	155841 	164863 	168834 	178739 	189037 	193774 	158868 	165609 	175759 	175225 	174657 	178446 	173483.99 	175225.2 	179182.85 	178457.16 	177467.11 	160943.13 	170097.24 	168197.4 	161836.89 
A,FR_NLD,THS_T,DE3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	1 	1.83 	4 	24.48 	: 	: 	: 	: 	: 	: 
A,FR_NLD,THS_T,DE30	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	1 	1.83 	4 	24.48 	: 	: 	: 	: 	: 	: 
A,FR_NLD,THS_T,DE5	19195 	19284 	18925 	22988 	22977 	22913 	23762 	24557 	24560 	29918 	31504 	33524 	27974 	30622 	35484 	36285 	33433 	33127 	31865.5 	33119.08 	31546.2 	31470.48 	30347.27 	28704.57 	30971.71 	28278.71 	26207.76 
A,FR_NLD,THS_T,DE50	19195 	19284 	18925 	22988 	22977 	22913 	23762 	24557 	24560 	29918 	31504 	33524 	27974 	30622 	35484 	36285 	33433 	33127 	31865.5 	33119.08 	31546.2 	31470.48 	30347.27 	28704.57 	30971.71 	28278.71 	26207.76 
A,FR_NLD,THS_T,DE6	44569 	43536 	45306 	46073 	51084 	52745 	57158 	60197 	64178 	68860 	71000 	70882 	53921 	61901 	67195 	65086 	68511 	71297 	68011.82 	69970.78 	69394.44 	70459.14 	68112.29 	61515.08 	64941.12 	61180.53 	57996.32 
A,FR_NLD,THS_T,DE60	44569 	43536 	45306 	46073 	51084 	52745 	57158 	60197 	64178 	68860 	71000 	70882 	53921 	61901 	67195 	65086 	68511 	71297 	68011.82 	69970.78 	69394.44 	70459.14 	68112.29 	61515.08 	64941.12 	61180.53 	57996.32 
A,FR_NLD,THS_T,DE7	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.2 	0.35 	: 	: 	: 	: 	: 	: 
A,FR_NLD,THS_T,DE71	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.2 	0.35 	: 	: 	: 	: 	: 	: 
A,FR_NLD,THS_T,DE8	12634 	12756 	14188 	15031 	13350 	12115 	12767 	11720 	12248 	13562 	14321 	15147 	12357 	14828 	13571 	12212 	12641 	13443 	13334.65 	13555.68 	14717.25 	13911.35 	13484.83 	12072.11 	14045.2 	14117.72 	17491.69 
A,FR_NLD,THS_T,DE80	12634 	12756 	14188 	15031 	13350 	12115 	12767 	11720 	12248 	13562 	14321 	15147 	12357 	14828 	13571 	12212 	12641 	13443 	13334.65 	13555.68 	14717.25 	13911.35 	13484.83 	12072.11 	14045.2 	14117.72 	17491.69 
A,FR_NLD,THS_T,DE9	39035 	45519 	40901 	42305 	44534 	41729 	42366 	47649 	48501 	45892 	47862 	48662 	42693 	38111 	39446 	41260 	38308 	38188 	38598.97 	36345.62 	39893.98 	40197.28 	42105.55 	37854.19 	37895.94 	42047.21 	37617.71 
A,FR_NLD,THS_T,DE91	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5 	3.71 	1.63 	1.32 	: 	: 	: 	: 	: 	: 
A,FR_NLD,THS_T,DE92	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.96 	: 	: 	: 	: 	: 	: 
A,FR_NLD,THS_T,DE93	3797 	3678 	3655 	3687 	3631 	3167 	3360 	3937 	4247 	3928 	4594 	4817 	3747 	4134 	5299 	5405 	4898 	5090 	4874.6 	5233.49 	5128.26 	5210.34 	6748.09 	5516.19 	5336.66 	4911.94 	3455.72 
A,FR_NLD,THS_T,DE94	35238 	41841 	37246 	38618 	40903 	38562 	39006 	43712 	44255 	41964 	43268 	43846 	38946 	33977 	34147 	35855 	33410 	33093 	33720.67 	31110.5 	34763.44 	34986.93 	35357.46 	32338.01 	32559.28 	37135.27 	34161.99 
A,FR_NLD,THS_T,DEA	: 	: 	: 	789 	679 	640 	306 	320 	322 	280 	513 	496 	1059 	536 	307 	318 	489 	418 	424.44 	590.33 	254.65 	: 	: 	: 	: 	: 	: 
A,FR_NLD,THS_T,DEA1	: 	: 	: 	789 	679 	640 	306 	320 	322 	280 	513 	496 	1059 	536 	307 	318 	468 	387 	404.77 	564.76 	202.95 	: 	: 	: 	: 	: 	: 
A,FR_NLD,THS_T,DEA2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19 	31 	18.37 	24.45 	43.46 	: 	: 	: 	: 	: 	: 
A,FR_NLD,THS_T,DEA3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.17 	: 	: 	: 	: 	: 	: 
A,FR_NLD,THS_T,DEA4	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.72 	: 	: 	: 	: 	: 	: 
A,FR_NLD,THS_T,DEA5	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	1.3 	1.13 	4.35 	: 	: 	: 	: 	: 	: 
A,FR_NLD,THS_T,DEE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.3 	: 	: 	: 	: 	: 	: 
A,FR_NLD,THS_T,DEE0	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.3 	: 	: 	: 	: 	: 	: 
A,FR_NLD,THS_T,DEF	20734 	19687 	19568 	20529 	19833 	19329 	19482 	20420 	19025 	20227 	23837 	25063 	20864 	19610 	19757 	20064 	20971 	21565 	20979.24 	21454.68 	23321.26 	22410.47 	23416.65 	20796.94 	22242.83 	22552.72 	22399.45 
A,FR_NLD,THS_T,DEF0	20734 	19687 	19568 	20529 	19833 	19329 	19482 	20420 	19025 	20227 	23837 	25063 	20864 	19610 	19757 	20064 	20971 	21565 	20979.24 	21454.68 	23321.26 	22410.47 	23416.65 	20796.94 	22242.83 	22552.72 	22399.45 
A,FR_NLD,THS_T,DEZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	303 	408 	267.54 	183.82 	28.94 	8.43 	0.53 	0.23 	0.44 	20.5 	123.96 
A,FR_NLD,THS_T,DEZZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	303 	408 	267.54 	183.82 	28.94 	8.43 	0.53 	0.23 	0.44 	20.5 	123.96 
A,FR_NLD,THS_T,DK	58513 	47150 	41491 	41816 	41454 	40938 	45617 	46901 	47035 	52523 	53190 	54381 	45276 	42919 	47430 	44120 	45817 	44925 	48937.06 	49676.46 	48415.18 	50185.06 	49424.29 	49096.64 	49446.7 	55412.01 	52313.12 
A,FR_NLD,THS_T,DK0	58513 	47150 	41491 	41816 	41454 	40938 	45617 	46901 	47035 	52523 	53190 	54381 	45276 	42919 	47430 	44120 	45817 	44925 	48937.06 	49676.46 	48415.18 	50185.06 	49424.29 	49096.64 	49446.7 	55412.01 	52313.12 
A,FR_NLD,THS_T,DK01	10894 	11114 	10177 	9433 	7852 	7375 	7780 	8789 	9268 	9475 	9973 	10020 	8044 	8005 	8788 	8245 	8933 	9376 	10245.91 	10636.72 	10273.32 	10236.96 	10127.98 	9106.38 	9937.9 	10475.68 	10125.05 
A,FR_NLD,THS_T,DK02	16509 	11880 	10257 	11157 	10954 	10963 	11774 	12388 	12468 	13884 	13250 	12986 	11450 	11548 	11134 	10771 	11315 	12230 	16369.51 	15918.67 	14935.19 	14252.25 	13684.67 	14388.07 	14283.5 	16509.67 	16117.5 
A,FR_NLD,THS_T,DK03	18708 	12596 	9712 	10095 	10612 	10178 	13288 	12600 	11647 	13886 	15086 	14742 	12642 	10727 	14026 	12179 	12783 	10722 	9542.71 	9008.82 	8637.85 	10369.08 	10679.6 	10496.84 	9608.2 	12351.43 	10998.21 
A,FR_NLD,THS_T,DK04	7824 	7077 	7081 	7006 	7693 	7965 	8447 	8608 	8847 	9902 	10014 	11688 	9002 	8495 	9076 	8494 	8534 	8105 	8041.7 	9022.71 	9416.45 	9852.7 	9191.66 	9410.71 	10090.39 	10980.35 	10474.43 
A,FR_NLD,THS_T,DK05	4579 	4483 	4264 	4125 	4343 	4457 	4328 	4516 	4803 	5376 	4869 	4944 	4138 	4143 	4405 	4431 	4251 	4492 	4737.22 	5089.55 	5152.38 	5474.08 	5740.38 	5694.64 	5526.7 	5094.88 	4597.94 
A,FR_NLD,THS_T,EE	: 	: 	: 	: 	: 	3718 	4587 	4042 	4164 	6127 	6811 	7179 	7815 	10364 	11794 	10531 	9563 	12419 	8853.43 	9600.88 	9661.97 	9759.5 	10875.5 	11733.34 	12893.48 	13166.18 	8890.96 
A,FR_NLD,THS_T,EE0	: 	: 	: 	: 	: 	3718 	4587 	4042 	4164 	6127 	6811 	7179 	7815 	10364 	11794 	10531 	9563 	12419 	8853.43 	9600.88 	9661.97 	9759.5 	10875.5 	11733.34 	11405.88 	11756.54 	8226.47 
A,FR_NLD,THS_T,EE00	: 	: 	: 	: 	: 	3718 	4587 	4042 	4164 	6127 	6811 	7179 	7815 	10364 	11794 	10531 	9563 	12419 	8853.43 	9600.88 	9661.97 	9759.5 	10875.5 	11733.34 	11405.88 	11756.54 	8226.47 
A,FR_NLD,THS_T,EEZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1487.6 	1409.64 	664.49 
A,FR_NLD,THS_T,EEZZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1487.6 	1409.64 	664.49 
A,FR_NLD,THS_T,EL	59529 	66234 	67350 	68573 	59212 	66339 	77753 	75243 	71218 	75966 	78200 	69697 	64564 	61876 	62197 	73559 	74874 	77640 	80108.66 	83340.12 	85297.5 	89845.77 	96632.1 	89570.93 	88060.37 	85835.09 	95105.05 
A,FR_NLD,THS_T,EL3	21980 	26932 	27471 	24565 	23466 	26019 	29457 	28336 	26646 	29011 	28702 	23730 	23074 	22629 	25885 	35396 	38663 	39313 	38648.32 	42071.34 	43775.01 	46529.29 	51268.41 	47966.75 	43886.8 	41761.82 	43879.44 
A,FR_NLD,THS_T,EL30	21980 	26932 	27471 	24565 	23466 	26019 	29457 	28336 	26646 	29011 	28702 	23730 	23074 	22629 	25885 	35396 	38663 	39313 	38648.32 	42071.34 	43775.01 	46529.29 	51268.41 	47966.75 	43886.8 	41761.82 	43879.44 
A,FR_NLD,THS_T,EL4	6977 	7917 	8062 	7915 	3762 	3807 	4191 	4954 	4543 	4894 	5380 	4994 	3432 	2570 	2229 	1897 	2162 	2022 	2967.87 	2792.65 	2929.33 	2860.19 	3258.73 	2817.79 	3307.76 	3375.64 	9104.17 
A,FR_NLD,THS_T,EL41	921 	1489 	1515 	724 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	619.86 
A,FR_NLD,THS_T,EL42	2858 	4215 	4289 	3654 	1453 	1261 	1255 	1294 	1505 	1423 	1685 	1860 	1028 	89 	89 	111 	124 	114 	98.53 	117.72 	122.6 	136.81 	130.56 	116.68 	135.01 	146.39 	4016.9 
A,FR_NLD,THS_T,EL43	3198 	2213 	2258 	3537 	2308 	2546 	2936 	3659 	3038 	3471 	3694 	3134 	2404 	2482 	2140 	1786 	2038 	1907 	2869.33 	2674.93 	2806.73 	2723.38 	3128.16 	2701.11 	3172.75 	3229.25 	4467.41 
A,FR_NLD,THS_T,EL5	11882 	11439 	11673 	14406 	12480 	13575 	13845 	14571 	14636 	15243 	17000 	14565 	13122 	13954 	11595 	11479 	10252 	11201 	12538.02 	11624.48 	12338.53 	12477.83 	13641.61 	13521.88 	13662.17 	14617.17 	14430.28 
A,FR_NLD,THS_T,EL51	1392 	1286 	1316 	3282 	975 	950 	843 	853 	839 	818 	795 	871 	653 	717 	680 	454 	472 	502 	1170.24 	1514.06 	1669.41 	1826.23 	1809.67 	1779.61 	1654.19 	1815.16 	2127.67 
A,FR_NLD,THS_T,EL52	9559 	9112 	9295 	9864 	10694 	11376 	11133 	12009 	11871 	12460 	13842 	11879 	11171 	11879 	9636 	9759 	8610 	9361 	9987.93 	8625.02 	9090.77 	8894.76 	9997.02 	10135.79 	10013.12 	10657.66 	9888.97 
A,FR_NLD,THS_T,EL54	930 	1042 	1063 	1261 	811 	1249 	1870 	1709 	1926 	1965 	2362 	1815 	1298 	1358 	1279 	1266 	1171 	1338 	1379.85 	1485.4 	1578.36 	1756.83 	1834.92 	1606.49 	1994.86 	2144.35 	2413.65 
A,FR_NLD,THS_T,EL6	17186 	18975 	19154 	21687 	19504 	22939 	30260 	27383 	25393 	26817 	27118 	26407 	24937 	22722 	22488 	24787 	23796 	25104 	25954.45 	26851.66 	26254.63 	27978.47 	28463.36 	25264.51 	27203.64 	26080.47 	27533.03 
A,FR_NLD,THS_T,EL61	2411 	2576 	2627 	5089 	3670 	5079 	5303 	5154 	5330 	6106 	6448 	5325 	4832 	3298 	2662 	3136 	3246 	3124 	3534.78 	3741.74 	3616.74 	3677.4 	3643.59 	3392.06 	3437.75 	3438.21 	3540.64 
A,FR_NLD,THS_T,EL62	385 	485 	495 	390 	: 	: 	: 	: 	676 	923 	1075 	1032 	965 	572 	: 	: 	: 	: 	: 	: 	: 	: 	537 	358.83 	456.94 	550.05 	1381.35 
A,FR_NLD,THS_T,EL63	3164 	3016 	3077 	3035 	2395 	4819 	11712 	8858 	5444 	5241 	5178 	5083 	5092 	4630 	4347 	3788 	3736 	3865 	3631.63 	3777.5 	3580.02 	3673.44 	4075.47 	3873.28 	4225.33 	4280.46 	4567.44 
A,FR_NLD,THS_T,EL64	6148 	5870 	5785 	5964 	6752 	6116 	5889 	6372 	6366 	5840 	6213 	6164 	4057 	4352 	4837 	6260 	5260 	5721 	6136.38 	6120.14 	5892.94 	6335.3 	5791.85 	4199.52 	4214.71 	3407.7 	3954.13 
A,FR_NLD,THS_T,EL65	5079 	7029 	7170 	7211 	6688 	6924 	7355 	6998 	7577 	8708 	8204 	8802 	9991 	9870 	10641 	11603 	11554 	12394 	12651.67 	13212.29 	13164.93 	14292.33 	14415.44 	13440.83 	14868.92 	14404.06 	14089.46 
A,FR_NLD,THS_T,ELZ	1503 	971 	990 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	158.14 
A,FR_NLD,THS_T,ELZZ	1503 	971 	990 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	158.14 
A,FR_NLD,THS_T,ES	: 	: 	: 	195211 	228636 	240621 	248833 	270035 	290236 	298636 	305697 	290021 	248760 	252937 	258018 	260961 	241191 	253378 	255213.15 	253790.8 	272133.69 	286208.51 	301230.64 	265333.19 	280725.07 	299598.68 	287224.23 
A,FR_NLD,THS_T,ES1	: 	: 	: 	26312 	43253 	47695 	45883 	49431 	52487 	50511 	51964 	48724 	40778 	40198 	40336 	44384 	39927 	43422 	38596.62 	34175.33 	39703.67 	39234.7 	42044.05 	33986.98 	38459.37 	43016.47 	38415.79 
A,FR_NLD,THS_T,ES11	: 	: 	: 	20488 	20950 	22816 	22108 	23581 	24657 	24355 	25632 	25233 	23352 	21704 	22331 	24742 	21409 	22858 	15413 	15117.75 	16742.18 	17607.69 	22572.5 	18784.83 	20353.14 	23291.79 	19500.64 
A,FR_NLD,THS_T,ES12	: 	: 	: 	1812 	18322 	20553 	19575 	21215 	22657 	21799 	21660 	19705 	14553 	15623 	15076 	16710 	15920 	17706 	19941.58 	16531.61 	19707.32 	18324.93 	15910.83 	12265.47 	14824.75 	16419.95 	15208.64 
A,FR_NLD,THS_T,ES13	: 	: 	: 	4012 	3981 	4326 	4200 	4636 	5173 	4357 	4672 	3786 	2873 	2872 	2929 	2932 	2598 	2858 	3242.05 	2525.97 	3254.17 	3302.07 	3560.72 	2936.68 	3281.48 	3304.72 	3706.52 
A,FR_NLD,THS_T,ES2	: 	: 	: 	19123 	22315 	22493 	24648 	27992 	28079 	31382 	31842 	30387 	24283 	25519 	22681 	20088 	20380 	20863 	22215.89 	21120.49 	22625.26 	23344.6 	24223.71 	20796.47 	22030.25 	23206.4 	24092.5 
A,FR_NLD,THS_T,ES21	: 	: 	: 	19123 	22315 	22493 	24648 	27992 	28079 	31382 	31842 	30387 	24283 	25519 	22681 	20088 	20380 	20863 	22215.89 	21120.49 	22625.26 	23344.6 	24223.71 	20796.47 	22030.25 	23206.4 	24092.5 
A,FR_NLD,THS_T,ES5	: 	: 	: 	60842 	70493 	74937 	77927 	85375 	91954 	97034 	102097 	99164 	89050 	88748 	86516 	83591 	77672 	85851 	85599.6 	87382.16 	94578.66 	106113.2 	109009.2 	94718.8 	104999.76 	108699.57 	104250.72 
A,FR_NLD,THS_T,ES51	: 	: 	: 	38482 	39113 	41508 	43221 	48307 	50135 	50142 	54636 	51850 	47600 	45324 	43826 	43054 	38432 	44431 	44380.18 	44127.3 	51162.12 	54391.79 	55433.88 	46112.5 	50954.45 	54039.61 	53801.4 
A,FR_NLD,THS_T,ES52	: 	: 	: 	13918 	22847 	24657 	25775 	27826 	31433 	36158 	38933 	39639 	34650 	36935 	36559 	34345 	33379 	35065 	34486.94 	36049.9 	35745.94 	43748.96 	45518.06 	42912.05 	47765.33 	47287.54 	42827.78 
A,FR_NLD,THS_T,ES53	: 	: 	: 	8442 	8533 	8773 	8931 	9241 	10386 	10734 	8528 	7674 	6799 	6489 	6131 	6192 	5861 	6355 	6732.48 	7204.96 	7670.6 	7972.45 	8057.26 	5694.26 	6279.97 	7372.42 	7621.55 
A,FR_NLD,THS_T,ES6	: 	: 	: 	69404 	72170 	75375 	78099 	83726 	93051 	94867 	94348 	88372 	74963 	78030 	87870 	92708 	85460 	85387 	89764.75 	92178.46 	94509.53 	97162.67 	105648.45 	98291.16 	96436.88 	104981.31 	101161.34 
A,FR_NLD,THS_T,ES61	: 	: 	: 	51297 	51836 	52721 	56867 	58284 	64312 	67104 	68374 	62259 	52969 	57426 	64938 	67256 	60962 	59362 	63298.83 	66005.54 	67014.09 	69491.8 	77248.6 	72089.77 	71323.68 	74337.83 	71283.99 
A,FR_NLD,THS_T,ES62	: 	: 	: 	15489 	18311 	20608 	19501 	23716 	26890 	25841 	24212 	24414 	19987 	18834 	21060 	23503 	22744 	24406 	24960.73 	24411.83 	25676.45 	26119.89 	26817.86 	24991.99 	24125.37 	29499.88 	28769.69 
A,FR_NLD,THS_T,ES63	: 	: 	: 	1977 	1412 	1364 	1118 	1131 	1184 	1413 	1265 	1232 	1490 	1257 	1329 	1355 	1178 	1040 	917.56 	1098.96 	1168.93 	1086.58 	1143.82 	881.41 	675.43 	847 	836.74 
A,FR_NLD,THS_T,ES64	: 	: 	: 	641 	611 	682 	613 	595 	665 	509 	497 	466 	517 	513 	543 	593 	577 	579 	587.63 	662.13 	650.06 	464.4 	438.17 	327.98 	312.4 	296.59 	270.91 
A,FR_NLD,THS_T,ES7	: 	: 	: 	19530 	20405 	20121 	22277 	23511 	24664 	24841 	25447 	23374 	19686 	20443 	20615 	20190 	17753 	17855 	19036.28 	18934.37 	20716.56 	20353.34 	20305.23 	17539.8 	18798.82 	19694.94 	19303.88 
A,FR_NLD,THS_T,ES70	: 	: 	: 	19530 	20405 	20121 	22277 	23511 	24664 	24841 	25447 	23374 	19686 	20443 	20615 	20190 	17753 	17855 	19036.28 	18934.37 	20716.56 	20353.34 	20305.23 	17539.8 	18798.82 	19694.94 	19303.88 
A,FR_NLD,THS_T,FI	36748 	36714 	35510 	38504 	47494 	48107 	52949 	54387 	51211 	55954 	60010 	62131 	48676 	56056 	58032 	52649 	51955 	50622 	48022.4 	49924.1 	51327.74 	56223.52 	56392.4 	51374.97 	46580.5 	52591.17 	48118.54 
A,FR_NLD,THS_T,FI1	36273 	36153 	35013 	37823 	46480 	47027 	51780 	53151 	49941 	54717 	58806 	60825 	48113 	55074 	57006 	51534 	50803 	49655 	47155.7 	49304.78 	50633.58 	53845.35 	51439.46 	48855.83 	45762.39 	52585.66 	48118.54 
A,FR_NLD,THS_T,FI19	4862 	4577 	4145 	5067 	6450 	5936 	7691 	7520 	6420 	8248 	8521 	9883 	7507 	8045 	8893 	6532 	7112 	6878 	5504.91 	5530.25 	5055.44 	5469.34 	5385.78 	5485.64 	5208.16 	6258.22 	4744.53 
A,FR_NLD,THS_T,FI1B	15750 	16072 	15271 	15935 	19554 	19827 	22127 	22664 	20275 	22275 	22883 	23015 	20346 	21765 	23540 	22254 	21301 	20993 	20576.28 	22847.76 	24730.81 	24806.61 	24859.99 	22567.41 	20864.97 	24870.6 	24051.07 
A,FR_NLD,THS_T,FI1C	9077 	8900 	8694 	9481 	11246 	11586 	12420 	13478 	13585 	14025 	16561 	16097 	10807 	13310 	12872 	11368 	11870 	11036 	10126.33 	10264.37 	10435.06 	12311.12 	10843.32 	10806.04 	9104.97 	10302.12 	9039.26 
A,FR_NLD,THS_T,FI1D	6584 	6604 	6903 	7340 	9230 	9677 	9542 	9490 	9662 	10169 	10842 	11830 	9453 	11955 	11701 	11380 	10521 	10747 	10948.18 	10662.42 	10412.28 	11258.28 	10350.37 	9996.74 	10584.29 	11154.72 	10283.68 
A,FR_NLD,THS_T,FIZ	475 	560 	497 	680 	1014 	1080 	1169 	1235 	1270 	1237 	1204 	1306 	563 	982 	1025 	1115 	1152 	967 	866.7 	619.31 	694.15 	2378.17 	4952.94 	2519.15 	818.11 	5.5 	: 
A,FR_NLD,THS_T,FIZZ	475 	560 	497 	680 	1014 	1080 	1169 	1235 	1270 	1237 	1204 	1306 	563 	982 	1025 	1115 	1152 	967 	866.7 	619.31 	694.15 	2378.17 	4952.94 	2519.15 	818.11 	5.5 	: 
A,FR_NLD,THS_T,FR	: 	228608 	220309 	238761 	226261 	227124 	232201 	234380 	237823 	245363 	245135 	245040 	213292 	213562 	218866 	202475 	200744 	197131 	193315.32 	95188.88 	203348.74 	203170.92 	199364.76 	179088.69 	183449.84 	190131.23 	184108.4 
A,FR_NLD,THS_T,FRD	: 	61356 	58535 	61625 	61159 	59476 	61590 	64972 	63890 	64635 	67124 	66790 	62938 	61187 	59846 	54595 	57708 	54421 	54945.36 	26380.28 	57431.72 	57039.18 	53225.6 	45967.87 	49738.86 	51121.94 	49095.31 
A,FR_NLD,THS_T,FRD1	: 	1905 	1656 	1787 	1515 	1539 	1607 	1540 	1436 	1493 	1534 	1353 	1131 	1351 	1395 	1084 	1149 	1034 	1034.52 	524.77 	1050.96 	957.27 	599.48 	646.36 	531.99 	1216.18 	1176.95 
A,FR_NLD,THS_T,FRD2	: 	59451 	56878 	59837 	59644 	57937 	59983 	63432 	62454 	63142 	65589 	65436 	61807 	59836 	58450 	53510 	56560 	53387 	53910.84 	25855.51 	56380.76 	56081.92 	52626.12 	45321.51 	49206.87 	49905.76 	47918.36 
A,FR_NLD,THS_T,FRE	: 	39477 	38180 	47769 	38240 	40600 	40723 	41810 	42551 	44560 	44987 	44160 	33636 	32736 	35832 	34601 	34233 	35960 	32964.88 	15972.58 	37764.46 	36955.15 	38317.72 	29514.72 	35149 	36104.79 	31791.69 
A,FR_NLD,THS_T,FRE1	: 	39477 	38180 	47769 	38240 	40600 	40723 	41810 	42551 	44560 	44987 	44160 	33636 	32736 	35832 	34601 	34233 	35960 	32964.88 	15972.58 	37764.46 	36955.15 	38317.72 	29514.72 	35149 	36104.79 	31791.69 
A,FR_NLD,THS_T,FRG	: 	24327 	22211 	24579 	23777 	25359 	24139 	25040 	26442 	26763 	25575 	25298 	22091 	22456 	22190 	20888 	18643 	17845 	16836.04 	8254.7 	21063.48 	22290.9 	22217.64 	20335.74 	15732.61 	22213.27 	21114.58 
A,FR_NLD,THS_T,FRG0	: 	24327 	22211 	24579 	23777 	25359 	24139 	25040 	26442 	26763 	25575 	25298 	22091 	22456 	22190 	20888 	18643 	17845 	16836.04 	8254.7 	21063.48 	22290.9 	22217.64 	20335.74 	15732.61 	22213.27 	21114.58 
A,FR_NLD,THS_T,FRH	: 	5689 	5781 	5841 	6116 	6036 	6086 	5953 	5751 	5789 	6415 	6519 	5833 	6165 	10191 	5693 	6765 	6890 	5266.62 	4454.12 	4921.69 	5454.8 	5530.26 	5880.63 	5035.76 	5565.8 	4870.34 
A,FR_NLD,THS_T,FRH0	: 	5689 	5781 	5841 	6116 	6036 	6086 	5953 	5751 	5789 	6415 	6519 	5833 	6165 	10191 	5693 	6765 	6890 	5266.62 	4454.12 	4921.69 	5454.8 	5530.26 	5880.63 	5035.76 	5565.8 	4870.34 
A,FR_NLD,THS_T,FRI	: 	11450 	12030 	12671 	12329 	12088 	12300 	12527 	12781 	12645 	13063 	13119 	12228 	12494 	12051 	12486 	12806 	12482 	12264.23 	6084.12 	11685.35 	11895.07 	11642.62 	12836.77 	11657.03 	11423.21 	11298.22 
A,FR_NLD,THS_T,FRI1	: 	7260 	7543 	7903 	7598 	7443 	7658 	7704 	8170 	7486 	8723 	8387 	7843 	7750 	7292 	7468 	7643 	7483 	7065.47 	3408.78 	6482.14 	6407.24 	6228.58 	6992.16 	6191.6 	6047.84 	6125.33 
A,FR_NLD,THS_T,FRI3	: 	4189 	4487 	4768 	4732 	4646 	4642 	4822 	4611 	5160 	4340 	4732 	4385 	4744 	4759 	5018 	5163 	4999 	5198.76 	2675.34 	5203.21 	5487.83 	5414.04 	5844.62 	5465.43 	5375.37 	5172.89 
A,FR_NLD,THS_T,FRJ	: 	4811 	4686 	4625 	4898 	4678 	4598 	4455 	4712 	4204 	4012 	3735 	3697 	4026 	3943 	4079 	3871 	3846 	3940.77 	2014.2 	4432.91 	4558.28 	4517.32 	4287.31 	4513.76 	4654.71 	4611.58 
A,FR_NLD,THS_T,FRJ1	: 	4811 	4686 	4625 	4898 	4678 	4598 	4455 	4712 	4204 	4012 	3735 	3697 	4026 	3943 	4079 	3871 	3846 	3940.77 	2014.2 	4432.91 	4558.28 	4517.32 	4287.31 	4513.76 	4654.71 	4611.58 
A,FR_NLD,THS_T,FRL	: 	74509 	71702 	74323 	72644 	72008 	74849 	72141 	74078 	77332 	73483 	73641 	62206 	64424 	65231 	60512 	57605 	56026 	57675.08 	27376.86 	56999.26 	55703.21 	55129.74 	52258.77 	51751.56 	49446.22 	51922.15 
A,FR_NLD,THS_T,FRL0	: 	74509 	71702 	74323 	72644 	72008 	74849 	72141 	74078 	77332 	73483 	73641 	62206 	64424 	65231 	60512 	57605 	56026 	57675.08 	27376.86 	56999.26 	55703.21 	55129.74 	52258.77 	51751.56 	49446.22 	51922.15 
A,FR_NLD,THS_T,FRM	: 	: 	: 	: 	: 	: 	: 	: 	: 	1391 	2155 	2939 	3027 	2225 	1447 	1394 	1267 	1275 	1383.72 	701.62 	938.16 	1062.62 	820.34 	267.45 	1091.49 	1072.84 	1141.67 
